Feature Identification Number,Census Tract,Area in Square Miles,MENI Equity Need Tier,Percentile for MENI,EFC Designation,Total Households,Total Population,Total Low-Income Households,Percent Low-Income Households,Percentile for Low-Income Households,Total Zero-Vehicle Households,Percent Zero-Vehicle Households,Percentile for Zero-Vehicle Households,Total BIPOC Population,Percent BIPOC Population,Percentile for BIPOC Population,Percentile for Low-Income and Zero Vehicle Households,Percentile for Low-Income Households and BIPOC Population,LA County Subregional Boundaries,LA County Supervisorial Districts,City Name,Community Name,City/Community Name,Census Designated Place,Jurisdiction Type,Shape__Area,Shape__Length
1288,06037204700,0.391239,High Need,74.1,EFC,1237,5660,622,50.28,62.9,117,9.46,66.7,5548,98.02,87,68.1,78.8,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1479115.796875,4910.4261225599
1289,06037134422,0.902833,Very Low Need,17.3,Non-EFC,1579,4681,330,20.9,8.9,115,7.28,55.8,1989,42.49,17.3,29.8,9.2,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,3427062.203125,9367.34210000075
1290,06037134201,0.567815,Very Low Need,15.7,Non-EFC,1384,4941,356,25.72,15.8,24,1.73,14.5,3635,73.57,40.6,11.5,24.8,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2155890.77734375,6058.85102047428
1291,06037133000,0.388805,Low Need,35.7,Non-EFC,1451,4866,609,41.97,47.4,39,2.69,22.8,3426,70.41,38.6,32.9,41.1,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1475586.5,5221.99550093212
1292,06037920328,0.899838,Very Low Need,10.2,Non-EFC,781,2011,190,24.33,13.8,22,2.82,24.3,765,38.04,13.1,15,9.5,North Los Angeles County,5,Santa Clarita, ,Santa Clarita,Santa Clarita,Incorporated City,3432901.42578125,7605.88919637173
1293,06037109700,0.616563,Low Need,22.4,Non-EFC,1451,4787,430,29.63,23.1,58,4,33.9,2919,60.98,30.5,25,23.2,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2343642.59765625,6617.84705778937
1294,06037128500,0.375458,Low Need,26,Non-EFC,2098,4205,647,30.84,25,163,7.77,58.5,1600,38.05,13.1,41,15.2,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1424094.2890625,4874.36083666404
1295,06037109500,0.463592,High Need,65.1,EFC,1027,4720,563,54.82,70.9,23,2.24,18.9,4608,97.63,85.2,44.7,82.3,San Fernando Valley,3,San Fernando, ,San Fernando,San Fernando,Incorporated City,1762664.671875,7557.23001636096
1296,06037108103,0.996444,Very Low Need,2,Non-EFC,1000,3082,157,15.7,3.8,0,0,0,1409,45.72,19.4,0.5,7.3,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,3789806.0078125,13269.2325730851
1297,06037267800,0.444936,Low Need,27.8,Non-EFC,1381,2894,433,31.35,26,114,8.25,60.8,1127,38.94,14.3,42.8,16.7,Westside Cities,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1682463.7109375,5482.3517031236
1298,06037267700,0.313304,Low Need,37.5,Non-EFC,1740,3475,552,31.72,27,190,10.92,72,2139,61.55,31.2,50.4,26.2,Westside Cities,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1184692.58984375,4485.09405969743
1299,06037213320,0.121275,Very High Need,99.6,EFC,1031,2638,805,78.08,98.1,374,36.28,98,2606,98.79,90.9,99,98,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,458706.91015625,2892.10197936803
1300,06037212900,0.14134,Very High Need,80.4,EFC,1471,4102,867,58.94,77.3,241,16.38,84.9,3729,90.91,64.3,83.8,73.4,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,534579.83984375,3217.76817531622
1301,06037213201,0.128747,Very High Need,96,EFC,1631,4277,1220,74.8,96.5,428,26.24,95.1,4058,94.88,74.3,97.1,90.2,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,486988.8671875,3011.56202543721
1302,06037189702,0.559316,Low Need,36.5,Non-EFC,1392,2436,490,35.2,33.7,205,14.73,82.1,516,21.18,2.5,60.9,14.4,Central Los Angeles,5,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2118580.18359375,7867.94836925142
1303,06037405400,0.511073,Very Low Need,13.1,Non-EFC,1266,4988,242,19.12,6.9,0,0,0,4396,88.13,58.6,1.2,30.1,San Gabriel Valley,1, ,East Irwindale,East Irwindale,Vincent,Unincorporated Area,1934899.77734375,7485.5809187113
1304,06037481901,0.710117,Moderate Need,40.1,Non-EFC,2036,5758,789,38.75,40.9,75,3.68,31.5,4994,86.73,56.3,34.4,46.8,San Gabriel Valley,1,Alhambra, ,Alhambra,Alhambra,Incorporated City,2687177.52734375,7205.0368067433
1305,06037482202,0.249642,High Need,72.1,EFC,1715,5329,894,52.13,66,121,7.06,54.2,5195,97.49,84.6,63.4,79.4,San Gabriel Valley,1,Monterey Park, ,Monterey Park,Monterey Park,Incorporated City,944414.27734375,3884.34919573295
1306,06037482001,1.1386,Moderate Need,58.5,Non-EFC,957,2673,323,33.75,31.2,133,13.9,80.4,2574,96.3,79.4,58.3,55.9,San Gabriel Valley,1,Monterey Park, ,Monterey Park,Monterey Park,Incorporated City,4307024.125,9374.19808161489
1307,06037204200,0.116304,Very High Need,98.3,EFC,988,3621,769,77.83,98,164,16.6,85.4,3583,98.95,91.9,93.9,98.4,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,439826.87109375,2806.70774327652
1308,06037204300,0.248391,Very High Need,90,EFC,1357,5714,798,58.81,77,380,28,95.6,5585,97.74,85.8,88.6,86,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,939236.14453125,4009.62444134028
1309,06037203710,0.108906,High Need,66.8,EFC,818,3636,400,48.9,60.7,39,4.77,39.9,3593,98.82,91.1,51.1,80,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,411910.71875,2806.91227657557
1310,06037203100,0.255703,Very High Need,88.4,EFC,1248,4615,770,61.7,81.8,137,10.98,72.1,4573,99.09,92.9,79.7,92.4,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,967343.1640625,4358.78279199743
1311,06037407701,0.444891,Very High Need,82.2,EFC,1075,4051,666,61.95,82.1,84,7.81,58.7,3914,96.62,80.6,74,85.9,San Gabriel Valley,1,La Puente, ,La Puente,La Puente,Incorporated City,1681283.86328125,5676.18072155841
1312,06037221900,0.15796,Very High Need,88.3,EFC,902,4200,816,90.47,99.7,366,40.58,98.6,3040,72.38,39.9,99.5,72.5,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,597125.05859375,3882.21727002201
1313,06037201200,0.165447,High Need,74.5,EFC,776,2709,485,62.5,83,53,6.83,52.6,2458,90.73,64,71.2,77,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,626334.7890625,3760.24333267442
1314,06037199900,0.171546,Very High Need,97.1,EFC,845,2687,571,67.57,89.8,251,29.7,96.6,2646,98.47,89.1,95,94.7,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,649063.453125,3735.09529696993
1315,06037199202,0.368212,High Need,71.3,EFC,963,2910,514,53.37,68.6,191,19.83,89.9,2358,81.03,47.8,82,59,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1393702.18359375,6389.59232563334
1316,06037197410,0.539392,Very Low Need,17.8,Non-EFC,1777,3887,526,29.6,23,51,2.87,24.8,2048,52.69,24.5,19.7,20.4,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2042183.28125,6683.80081719333
1317,06037404701,0.653185,Low Need,32,Non-EFC,1313,5939,414,31.53,26.5,29,2.21,18.6,5623,94.68,73.8,18.5,49,San Gabriel Valley,1,Baldwin Park, ,Baldwin Park,Baldwin Park,Incorporated City,2471809.7109375,6680.43107752365
1318,06037701302,0.176237,Low Need,29.8,Non-EFC,2864,4833,1108,38.69,40.6,179,6.25,49.6,1002,20.73,2.4,45,18,Westside Cities,3,Santa Monica, ,Santa Monica,Santa Monica,Incorporated City,666227.12109375,3655.01379047592
1319,06037139801,1.41144,Very Low Need,1.6,Non-EFC,1226,3478,272,22.19,10.3,9,0.73,5.7,734,21.1,2.5,4.2,3,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,5351311.9609375,10075.6395451978
1320,06037219700,0.421397,Very High Need,80.9,EFC,1328,4724,740,55.72,72.3,127,9.56,67.2,4639,98.2,87.9,73.5,84.6,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1593014.05859375,6103.90458168181
1321,06037218800,0.15815,High Need,70,EFC,972,2619,569,58.54,76.5,50,5.14,42.7,2415,92.21,67.7,62.7,75.6,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,597996.140625,3313.1028797449
1322,06037218600,0.164256,High Need,66.2,EFC,1134,3081,541,47.71,58.6,177,15.61,83.6,2574,83.54,51.4,74.6,55.3,Central Los Angeles,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,621076.55859375,3274.78747720739
1323,06037194300,0.944622,Very Low Need,1.5,Non-EFC,1389,3022,204,14.69,3,28,2.02,16.7,466,15.42,0.8,6,0.4,Westside Cities,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,3577141.2578125,11458.7339716393
1324,06037192420,0.125367,Moderate Need,56.8,Non-EFC,1371,3949,721,52.59,67.1,50,3.65,31.1,3384,85.69,54.5,49.9,61.9,Central Los Angeles,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,474502.74609375,2926.1909205959
1325,06037570304,0.219289,High Need,74.2,EFC,1443,4899,769,53.29,68.5,169,11.71,74.3,4571,93.3,70.5,75,72.2,Gateway Cities,4,Long Beach, ,Long Beach,Long Beach,Incorporated City,825674.09765625,5010.80803830123
1326,06037570603,0.283387,Very High Need,86.3,EFC,1659,4964,1076,64.86,86.6,314,18.93,89,4488,90.41,63.3,90.1,78.8,Gateway Cities,4,Long Beach, ,Long Beach,Long Beach,Incorporated City,1067047.265625,4444.81729677853
1327,06037570402,0.589139,Moderate Need,52.6,Non-EFC,999,3376,409,40.94,45.3,39,3.9,33.2,3282,97.22,83.4,37.9,66.4,Gateway Cities,4,Long Beach, ,Long Beach,Long Beach,Incorporated City,2218889.53515625,7380.91597598669
1328,06037571102,0.485511,Very Low Need,8.7,Non-EFC,1178,3450,279,23.68,12.7,16,1.36,11.5,1601,46.41,19.9,8.4,12.6,Gateway Cities,4,Lakewood, ,Lakewood,Lakewood,Incorporated City,1827210.69140625,5745.14973988265
1329,06037571101,0.511441,Very Low Need,14.3,Non-EFC,1595,4922,402,25.2,14.7,64,4.01,34,2322,47.18,20.4,20.1,13.9,Gateway Cities,4,Lakewood, ,Lakewood,Lakewood,Incorporated City,1925123.69140625,5837.8798457225
1330,06037570701,0.685739,Low Need,35.4,Non-EFC,2542,7545,708,27.85,19.2,269,10.58,70.5,5882,77.96,44.4,44.7,28.9,Gateway Cities,4,Lakewood, ,Lakewood,Lakewood,Incorporated City,2581836.46875,7719.69706084771
1331,06037555001,0.501258,Moderate Need,53.2,Non-EFC,1557,5215,690,44.32,52.4,95,6.1,48.6,4492,86.14,55.4,51.4,54.3,Gateway Cities,4,Lakewood, ,Lakewood,Lakewood,Incorporated City,1886787.12890625,6356.93005780526
1332,06037572201,0.601621,High Need,65,EFC,2001,6038,947,47.33,57.8,288,14.39,81.3,4951,82,48.8,73.3,53.5,Gateway Cities,4,Long Beach, ,Long Beach,Long Beach,Incorporated City,2263106.04296875,6606.23764883478
1333,06037603200,0.440552,Moderate Need,49.3,Non-EFC,1268,3286,509,40.14,43.5,86,6.78,52.2,2896,88.13,58.6,48.3,50,South Bay,2,Gardena, ,Gardena,Gardena,Incorporated City,1659293.234375,8026.20323706216
1334,06037601502,0.188883,Very High Need,83.4,EFC,888,4134,497,55.97,72.8,125,14.08,80.7,4027,97.41,84.2,79.5,82.8,South Bay,2, ,Lennox,Lennox,Lennox,Unincorporated Area,712579.74609375,4199.7544459595
1335,06037600302,0.316949,High Need,70.3,EFC,977,3074,507,51.89,65.6,42,4.3,36,3074,100,98.8,52,86.8,South Bay,2, ,West Athens - Westmont,West Athens - Westmont,Westmont,Unincorporated Area,1195592.578125,4404.55895482187
1336,06037602900,1.07993,High Need,71.1,EFC,1373,4301,688,50.11,62.5,119,8.67,62.7,4159,96.7,80.9,65.9,74.9,South Bay,2,Gardena, ,Gardena,Gardena,Incorporated City,4071186.4140625,10018.1258460161
1337,06037554001,0.418121,Low Need,33.7,Non-EFC,1155,4143,521,45.11,54.2,0,0,0,3200,77.24,43.8,23.4,47.4,Gateway Cities,4,Bellflower, ,Bellflower,Bellflower,Incorporated City,1575897.1796875,5920.64156818632
1338,06037553901,0.493532,Moderate Need,41.3,Non-EFC,1540,6502,581,37.73,38.9,36,2.34,19.8,6188,95.17,75.3,26,57.7,Gateway Cities,4,Paramount, ,Paramount,Paramount,Incorporated City,1859848.90234375,5791.58565457033
1339,06037400603,3.54453,Very Low Need,17.2,Non-EFC,1672,4974,482,28.83,21,14,0.84,6.9,3741,75.21,41.8,10.2,28.7,San Gabriel Valley,1,Azusa, ,Azusa,Azusa,Incorporated City,13438734.6132813,23584.7612695196
1340,06037553701,0.419251,Moderate Need,57.6,Non-EFC,901,4056,457,50.72,63.7,13,1.44,12,3933,96.97,82.3,36.4,76.7,Gateway Cities,4,Paramount, ,Paramount,Paramount,Incorporated City,1580344.4296875,6814.62471110821
1341,06037554521,1.91927,Low Need,34.2,Non-EFC,1863,6072,602,32.31,28.2,125,6.71,51.9,4551,74.95,41.6,39.1,32.4,Gateway Cities,4,Cerritos, ,Cerritos,Cerritos,Incorporated City,7229136.2890625,13826.9872920802
1342,06037670701,1.10498,Very Low Need,6,Non-EFC,2228,6555,431,19.34,7.1,16,0.72,5.6,3570,54.46,25.8,3.2,12.6,South Bay,4,Rancho Palos Verdes, ,Rancho Palos Verdes,Rancho Palos Verdes,Incorporated City,4151378.9765625,11924.4671411221
1343,06037293301,0.328259,Low Need,23.9,Non-EFC,943,2834,316,33.51,30.6,10,1.06,9.1,2243,79.15,45.9,15.8,35.8,South Bay,4,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1234686.2109375,5221.80289006214
1344,06037503801,0.494597,Very Low Need,19,Non-EFC,1178,3539,384,32.6,28.7,10,0.85,7.1,2237,63.21,32.3,14,27.9,Gateway Cities,4,La Mirada, ,La Mirada,La Mirada,Incorporated City,1864014.76953125,6749.68296663898
1345,06037577000,0.713801,Low Need,37.5,Non-EFC,3258,7064,1451,44.54,53,94,2.89,24.9,4182,59.2,29.2,37.6,39,Gateway Cities,4,Long Beach, ,Long Beach,Long Beach,Incorporated City,2682818.40625,7955.13331209597
1346,06037651302,0.923684,Very Low Need,17.1,Non-EFC,2177,5836,534,24.53,13.9,139,6.38,50.2,2206,37.8,12.9,29.3,9.5,South Bay,4,Torrance, ,Torrance,Torrance,Incorporated City,3473921.42578125,11309.6241237253
1347,06037651201,0.675688,Very Low Need,8.3,Non-EFC,1676,4985,413,24.64,14.1,12,0.72,5.6,2415,48.45,21.4,6,14.1,South Bay,4,Torrance, ,Torrance,Torrance,Incorporated City,2542054.46875,6297.29053701688
1348,06037650702,0.540086,Very Low Need,7.8,Non-EFC,1562,4613,292,18.69,6.4,33,2.11,17.6,2347,50.88,23.4,8.3,11.1,South Bay,4,Torrance, ,Torrance,Torrance,Incorporated City,2032425.7421875,6029.9473502855
1349,06037552900,0.504991,Moderate Need,50.4,Non-EFC,1959,7286,861,43.95,51.5,118,6.02,48.3,5983,82.12,49,50.9,49.2,Gateway Cities,4,Norwalk, ,Norwalk,Norwalk,Incorporated City,1902962.12109375,5871.04703904927
1350,06037554515,0.462639,Low Need,27.8,Non-EFC,1076,3341,267,24.81,14.4,57,5.3,43.9,2935,87.85,58,25.8,33.7,Gateway Cities,4,Cerritos, ,Cerritos,Cerritos,Incorporated City,1741781.28515625,5930.26657423431
1351,06037554518,0.693904,Very Low Need,14.4,Non-EFC,1558,5129,326,20.92,9,7,0.45,3.5,4525,88.22,58.8,3.1,31.2,Gateway Cities,4,Cerritos, ,Cerritos,Cerritos,Incorporated City,2613427.08203125,7762.13742782391
1352,06037542800,0.306012,Very High Need,80.1,EFC,930,2969,544,58.49,76.3,68,7.31,56.2,2923,98.45,88.9,69.6,87.1,Gateway Cities,2,Compton, ,Compton,Compton,Incorporated City,1153374.390625,4344.92354402293
1353,06037542601,0.214684,Very High Need,83.2,EFC,757,3539,449,59.31,78.2,55,7.27,55.6,3518,99.41,94.9,70.2,91.6,Gateway Cities,2,Compton, ,Compton,Compton,Incorporated City,809272.05078125,3714.48237443275
1354,06037543903,0.524788,Moderate Need,44.7,Non-EFC,1038,3536,370,35.65,34.7,78,7.51,57.4,3109,87.92,58.1,46.4,44.8,South Bay,2,Carson, ,Carson,Carson,Incorporated City,1974715.34765625,7910.20652136541
1355,06037600912,0.420948,Moderate Need,55.6,Non-EFC,1424,5038,638,44.8,53.7,49,3.44,29.5,4844,96.15,78.9,40.9,68.6,South Bay,2,Inglewood, ,Inglewood,Inglewood,Incorporated City,1589431.90234375,5590.7782793655
1356,06037600201,0.226267,Very High Need,95.8,EFC,1305,4720,891,68.28,90.6,240,18.39,88.3,4650,98.52,89.2,91.6,95,South Bay,2, ,West Athens - Westmont,West Athens - Westmont,Westmont,Unincorporated Area,853775.5546875,4202.17280473583
1357,06037601302,0.47098,High Need,63.1,EFC,2656,6934,1244,46.84,57.1,198,7.45,57.2,6333,91.33,65.3,60,62.4,South Bay,2,Inglewood, ,Inglewood,Inglewood,Incorporated City,1778024.80859375,7107.69980230471
1358,06037600202,0.321168,Very High Need,95,EFC,2220,7857,1585,71.4,94.4,316,14.23,81,7667,97.58,84.9,90,94.9,South Bay,2, ,West Athens - Westmont,West Athens - Westmont,Westmont,Unincorporated Area,1211708.89453125,5352.11530469455
1359,06037650300,0.723532,Low Need,39.3,Non-EFC,2399,6790,975,40.64,44.6,103,4.29,35.9,5051,74.39,41.1,39.2,40.9,South Bay,4,Torrance, ,Torrance,Torrance,Incorporated City,2724907.984375,7692.648184039
1360,06037650001,0.620767,Low Need,39.9,Non-EFC,2220,5676,836,37.66,38.7,130,5.86,47,4294,75.65,42.4,42.2,38.5,South Bay,4,Torrance, ,Torrance,Torrance,Incorporated City,2338574.1875,6241.96690339599
1361,06037620501,1.00022,Very Low Need,3.6,Non-EFC,2089,5675,274,13.12,1.9,31,1.48,12.4,2683,47.28,20.5,3.7,7.1,South Bay,2,Redondo Beach, ,Redondo Beach,Redondo Beach,Incorporated City,3768791.52734375,7775.82755879753
1362,06037620602,0.520876,Very Low Need,1.3,Non-EFC,1927,5224,215,11.16,0.8,14,0.73,5.7,2268,43.42,17.8,1,5.2,South Bay,2,Redondo Beach, ,Redondo Beach,Redondo Beach,Incorporated City,1961503.26171875,6867.59869412357
1363,06037621201,0.633542,Very Low Need,5.7,Non-EFC,2742,6807,479,17.47,5.1,60,2.19,18.4,2863,42.06,16.9,8.2,6.9,South Bay,2,Redondo Beach, ,Redondo Beach,Redondo Beach,Incorporated City,2385079.3671875,6404.22115073126
1364,06037103300,2.36757,Very Low Need,12.2,Non-EFC,1259,3726,318,25.26,14.9,60,4.77,39.9,906,24.32,4.2,23.7,5.5,San Fernando Valley,5,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,8998456.0625,13691.8981462072
1365,06037570203,0.502737,Very High Need,81.8,EFC,1200,4069,705,58.75,76.9,125,10.42,70,3927,96.51,80.1,76.7,82.8,Gateway Cities,4,Long Beach, ,Long Beach,Long Beach,Incorporated City,1893899.85546875,5837.3724175686
1366,06037574400,1.31725,Very Low Need,8.1,Non-EFC,1978,5509,455,23,11.6,51,2.58,21.7,1994,36.2,11.4,12.6,7.2,Gateway Cities,4,Long Beach, ,Long Beach,Long Beach,Incorporated City,4953705.21875,8923.58320559343
1367,06037573800,0.591819,Very Low Need,2,Non-EFC,1511,4335,309,20.45,8.3,0,0,0,1624,37.46,12.5,1.6,6.2,Gateway Cities,4,Long Beach, ,Long Beach,Long Beach,Incorporated City,2226700.34375,6554.33374510319
1368,06037572001,0.654649,Very Low Need,12.8,Non-EFC,2179,6201,601,27.58,18.8,36,1.65,13.9,3252,52.44,24.2,12.3,18,Gateway Cities,4,Long Beach, ,Long Beach,Long Beach,Incorporated City,2463011.96484375,6990.66866086123
1369,06037543501,1.03409,Moderate Need,52.8,Non-EFC,1822,6890,646,35.46,34.3,163,8.95,64.3,6532,94.8,74.1,50.1,54.7,South Bay,2,Carson, ,Carson,Carson,Incorporated City,3892145.51953125,12633.3059287303
1370,06037571600,0.105747,Very High Need,98.3,EFC,845,2314,781,92.43,99.8,264,31.24,97.2,2206,95.33,76.2,99.1,93.2,Gateway Cities,4,Long Beach, ,Long Beach,Long Beach,Incorporated City,398104.2109375,3195.72266218982
1371,06037572500,0.22662,Very High Need,90.1,EFC,1404,3973,956,68.09,90.4,459,32.69,97.5,3522,88.65,59.8,95.8,79,Gateway Cities,4,Long Beach, ,Long Beach,Long Beach,Incorporated City,852498.33984375,3913.89658803786
1372,06037570800,0.922011,Very Low Need,12.1,Non-EFC,1662,5364,345,20.76,8.6,60,3.61,30.7,2911,54.27,25.6,15.6,13.5,Gateway Cities,4,Lakewood, ,Lakewood,Lakewood,Incorporated City,3471386.59765625,7461.38988272388
1373,06037600703,0.199049,Moderate Need,49.5,Non-EFC,766,1709,263,34.33,32.2,34,4.44,37.6,1700,99.47,95.4,32.8,65.6,South Bay,2,Inglewood, ,Inglewood,Inglewood,Incorporated City,751246.5546875,3985.55161354448
1374,06037543603,0.573568,Moderate Need,48.5,Non-EFC,1562,4170,817,52.3,66.5,26,1.66,14,3381,81.08,47.8,39.2,57.8,South Bay,2, ,West Carson,West Carson,West Carson,Unincorporated Area,2157036.07421875,6312.81829876082
1375,06037201700,0.651151,Moderate Need,43.5,Non-EFC,1469,5194,655,44.59,53.2,27,1.84,15.2,4577,88.12,58.6,31.7,56.6,Central Los Angeles,1,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,2463832.6640625,7561.71052456637
1376,06037503702,0.643188,Low Need,22.8,Non-EFC,1773,5497,602,33.95,31.5,30,1.69,14.2,3583,65.18,34.2,18.7,30.2,Gateway Cities,4, ,South Whittier - Sunshine Acres,South Whittier - Sunshine Acres,East Whittier,Unincorporated Area,2425483.3203125,6897.06668293386
1377,06037503401,0.75034,Low Need,30.4,Non-EFC,2143,6911,776,36.21,36.1,68,3.17,27.2,4870,70.47,38.7,28.9,35.2,Gateway Cities,4,Whittier, ,Whittier,Whittier,Incorporated City,2830429.20703125,6931.47545103965
1378,06037620101,0.52238,Very Low Need,10.5,Non-EFC,2038,5292,524,25.71,15.7,49,2.4,20.3,2049,38.72,13.9,14.1,11,South Bay,2,El Segundo, ,El Segundo,El Segundo,Incorporated City,1970150.140625,5934.08658864679
1379,06037703200,0.810171,Low Need,38.4,Non-EFC,2301,5595,763,33.16,30,107,4.65,39,5115,91.42,65.5,32.1,46.2,Central Los Angeles,2, ,Ladera Heights / Viewpark - Windsor Hills,Ladera Heights / Viewpark - Windsor Hills,View Park-Windsor Hills,Unincorporated Area,3060616.3046875,7996.36945283513
1380,06037703100,1.02378,Moderate Need,44.1,Non-EFC,2669,6026,998,37.39,38.1,107,4.01,34,5656,93.86,72,34.2,55.5,Central Los Angeles,2, ,Ladera Heights / Viewpark - Windsor Hills,Ladera Heights / Viewpark - Windsor Hills,View Park-Windsor Hills,Unincorporated Area,3867075.40234375,9710.9805410858
1381,06037291110,0.27399,High Need,76.7,EFC,1316,4370,642,48.78,60.6,147,11.17,72.5,4335,99.2,93.6,69.8,81.3,South Bay,2,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,1033173.02734375,4243.93504919373
1382,06037128220,0.215149,High Need,67.7,EFC,1190,2858,703,59.08,77.8,135,11.34,73.1,1727,60.43,30.2,78.4,54.4,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,816303.80859375,3702.55280658955
1383,06037128303,0.159817,Very High Need,89.9,EFC,1162,4063,887,76.33,97.2,161,13.86,80.3,3646,89.74,61.7,90.8,83.7,San Fernando Valley,3,Los Angeles, ,Los Angeles,Los Angeles,Incorporated City,606359.453125,3602.17217997923
1384,06037408800,0.692841,High Need,74.8,EFC,1652,4570,1146,69.37,91.8,78,4.72,39.7,4057,88.77,59.8,68.8,80,San Gabriel Valley,1,Pomona, ,Pomona,Pomona,Incorporated City,2620992.1015625,7392.88661083425
1385,06037404703,0.5055,Moderate Need,56,Non-EFC,715,3225,319,44.62,53.3,16,2.24,18.8,3192,98.98,92,34.2,76.2,San Gabriel Valley,1,Baldwin Park, ,Baldwin Park,Baldwin Park,Incorporated City,1912589.1484375,8640.35565973198
